Results with using perceptron
59;40
46;87
60;106
61;121
45;134
61;13
86;75
24;2
50;5
81;8
73;11
69;101
65;24
46;278
44;791
54;208
64;1010
59;135
75;370
67;917
38;8
72;101
36;14
78;1359
62;47
44;3
127;493
117;718
15;2
84;236
71;199
58;57
38;416
55;39
61;920
46;99
15;39
79;47
128;1562
11;1
42;12
85;78
76;673
140;2820
72;1451
33;3
15;3
59;53
91;484
77;4679
12;2
51;1120
36;8
15;35
66;2432
71;5161
70;21
24;6
50;11
66;51
75;812
48;111
129;9094
25;33
52;275
73;5035
33;5
58;44
78;130
48;54
53;8
42;7
60;60
80;1402
5;1
65;985
44;44
97;625
71;50
77;903
89;56
41;5
60;5
48;74
126;12577
103;234
58;178
69;166
73;1987
80;3425
92;5721
54;4
79;249
12;2
82;912
97;70405
40;8
37;132
46;3926
58;14
71;334
83;124
23;3
67;19736
119;4346
127;129
44;5
66;122
92;331
78;320
87;989
56;117246
21;2
69;7
40;48
75;604
57;40
92;2118
48;660
36;2
62;70
43;7
102;631
108;129
90;6776
61;124
49;4
24;2
53;3037
24;7
130;51426
3;1
129;183424
68;9508
42;47
10;1
161;13172
25;3
59;38
36;6
66;12
50;49
37;20
63;112
129;4169
137;225655
21;2
62;118
35;110
64;50
59;14
94;598
111;1172
63;193
74;108
77;10757
12;1
31;39
56;7013
44;23
32;37
37;11
109;244911
75;67
61;4
57;14
89;161
92;46960
45;10
58;119
39;22
41;8
114;531
32;4
43;43
62;5
91;7845
40;53
40;8
73;58
71;471
58;183
48;65
66;711
26;3
48;3
17;2
69;659
43;152727
55;48604
51;43
45;16
109;1418
34;3
19;2
68;54
27;3
65;71
67;1995
64;127
54;68
52;92
74;79
40;45
48;63
86;616
87;100601
114;12790
46;197
75;11
75;1616
50;40
40;18
33;39
166;599
23;17
19;2
49;71
52;52
16;2
27;3
73;132
52;398215
32;23
1;1
97;1135
61;1991
31;4
45;49
65;1810
38;4
77;57
94;2569
94;378
76;25874
39;8
75;799
72;20344
65;188
91;1431
39;3
85;255
82;9
50;51
29;10
117;23506
40;9
14;2
38;2
98;42
42;1367
73;346353
104;2285
51;10
132;46285
49;122
97;2485
111;8193
61;19
47;242
75;887
38;3
64;56
70;29
68;23
85;71692
143;5552
83;15605
35;2
106;78121
54;327
68;185
31;75
87;115
101;30188
26;2
47;144
43;5
77;138
62;395
95;10373
86;10
63;593
18;63
54;67
44;113
66;221
59;102
35;219
114;1135
34;3
32;58
16;3
54;4
67;392
34;41
46;12
61;123
96;1253
39;139
91;57433
55;1060
64;1283
11;2
29;37
50;61
49;9
72;63
50;22
52;37
52;1049
45;70
20;34
87;80
25;2
56;43
60;1191
75;480
90;72
40;13
90;246
52;20
54;456956
147;444
56;320
64;313
49;56
47;23
47;40
91;3331
18;2
48;3
97;510
82;2491
31;5
72;6835
29;7
19;1
38;255
95;8452
35;3
167;4516
80;754665
77;20367
44;36
29;6
29;3
57;2266
54;25
75;181
68;382
55;116
41;46
49;15
36;8
73;41636
55;67
68;565
7;1
57;456
77;67
15;2
199;3428
83;216
69;3837
194;1837
26;606
90;817089
88;8094
45;217
71;19841
41;35
72;201
37;185
85;19683
75;13606
147;30630
112;283040
